id,subCategory,textToEmbed
346a94616fa138bb85d4c34ee84c24a9,Faucet, sloan faucet faucets sf sensor activated electronic gooseneck automatic battery backup commercial easy installation economical electronics flow rate mixing valve operated tempered supply transformer trim plate spigot
346ae461fcec80d390c29d8c96b5b82d,Refrigerator,american style fridge freezer french door deep deep-freeze deepfreeze refrigerator
3475aaa0e8fda598f3a5d8ecfe5e1f62,Monitor, monitor monitoring device
348b2880842cbbca4ca84d60642ec7e8,Table,coffee table decoration furniture glass cocktail coffeetable _stanfordscenedbmodels _evalsetinscenes
34998e02bc9fb299cd894bc4c1e88c7c,Guitar,guitar 
34a89777594d3a61b2440702f5566974,Airplane, j with opened detachable air brake and optional control surfaces aeon aeroplane plane pla force aircraft airplane china chinese combat fighter jet model pakistan plaaf sketchup weapon plaything toy toyfigure _stanfordscenedbmodels _scenegallerymodels _attributes
34a9c2b926de1db2a50b88953d263a42,Lamp, floor lamps lamp archicad light floorlamp _attributestrain
34cf47d38fde374acb89de6115d9b042,Books,books book bog
34ddd0280e8f92d2a168fd3586af9a47,Microwave,microwave oven appliance house kitchen
34e0bcd04523ae59d477567e8c8a6c59,FileCabinet, file cabinet filing filecabinet
34e73c7fb43d489cd810b14a81e12eca,Bookcase, smart furniture wide stepped bookshelf shelf offce stair bookcase
34eb31e5ac8802246f2614b47f532d63,Gun,double barrel revolver ammo army assault automatic bang barreled boom box bullet by clip design designed grenade grenades grip gun handle hmg iron launcher lmg me military mount mounted pistol rifle scope shoot shot shotgun sights sketchosaurus smg sniper stock tactical weapon six-gun six-shooter
34ee6b5a1403ef4a261fdcb864bca54a,Telephone,telephone phone home office set
34ef4ceb21d8afe56459a05ce43543e5,TV, projection tv mpo art mpoart television receiver set idiot box boob tube telly goggle
34fbbfd72d2ff245a22181eaae22bac2,_StanfordSceneDBModels,nintendo gamecube hope _stanfordscenedbmodels videogameconsole _referencesizemodels
34feac86a178437527eb00c151c6f711,Table,table antique farmhouse pine with turned legs traditional
350013cf654a041111bcd7ea68106be3,_StanfordSceneDBModels,chemistry _stanfordscenedbmodels
350bc7d9fbc5b90e67a1113f1f5f7982,Computer,alienware aurora alx desktop pc case computer dell
350da53c8b5dddcde2313f5ca29127ab,Monitor, nd century hp h w desktop monitor computers cutting edge future technology interface new next generation monitoring device
350faadd1c52dffbc95f95e8112778e2,Lamp, desk lamp desklamp
351927882f2dcd2b3a7b57717d183d7e,Battery,j battery alkaline electric electricity electronics juice power rechargable
351ae9a0f2f30e742ce80f86db5496b7,Gun,gun devilhudson
351dec75ac0619b1827473663798726a,SoapBar, modern warfare soap emblem bar call callsign sign dont drop grenade infinity logo multiplayer online playstation semtex shooting sloppy sticky the three ward xbox soapbar
351f967473e61599ca5852e989a25dd3,PottedPlant,flower flor plant planta vaso pottedplant _stanfordscenedbmodels _scenegallerymodels
3521751471b748ff2846fa729d90e125,WallClock, ikea clock small table tischuhr uhr wall wallclock
35259e9bb2669df79bad64a9c6516f06,Piano,piano instrument music natedogg pianoforte forte-piano
353262788fa31d485e8d9410f9a74fa5,Truck, mrap land stalker mine resistant ambush protected airforce army attack cargo marines military navy tank transport truck turret usmc motortruck
35339394fd4afc14342073006fc0d153,MediaDiscs,family guy dvd disc funny videodisk videodisc mediadiscs _stanfordscenedbmodels
3537584773badbfde015d304bda1df1d,Pencil,pencil big pencils desktops drawing office school write _stanfordscenedbmodels _scenegallerymodels
353a514e6bc1783fa5e0e5aaf1443ec7,Lamp,foscarinni totem design italian lamp modern standing floorlamp
354ad3a68145a0d8f92bda4d2acbf258,Desk,bureau desk workplace
354c37c168778a0bd4830313df3656b,Couch, couch sofa lounge
3562eb08ae56cc2655e590200faa98f2,Ruler,scale rule ruler lineal metric units multi
357348cf087fb03898feb9a919eb17de,_StanfordSceneDBModels, cicipopo cici popo pop vanilla milk starberry berry fruit chocolate candy dinnre in food box doughnut dougnuts flour nice good sweet taste top cream creamed creamy brown brownies cereal breakfast coffee sugar package pakcage special dinner cook cookie cookies cooking king coocking burger mcdonalds katsup ketchup white dark pillow products main course table chair made china factory tarts toast beer soda drink alcohol martini stomac blood energy fish meat carbohidranti trash plastic kitchen citken chiken shop shelf fabricated orange banana flavored apple cherry barry barrel _stanfordscenedbmodels milkcarton fooditem
357e8e4114ebc429e1720743367d35c4,Shoes,dc court shoes shoe dcshoecousa
35908dced5e46b32ad5067eac75a07f7,Bench, forms surface surfaces reg foot backed back pacifica trade bench full mount no armrests architectural architecture benches and formsandsurfaces furniture landscape sbpac seating site
3591b4c764217d2833e4e0fe8cce118e,Lamp,simple table lamp bedside desk light model random tablelamp
3594a9a674ca8d82c99e160a4c94582,_StanfordSceneDBModels, cicipopo cici popo pop chocolate chip cook cookies cookie starberry berry fruit candy dinnre in food box doughnut dougnuts flour nice good sweet taste top cream creamed creamy brown brownies cereal breakfast coffee sugar package pakcage special dinner cooking king coocking burger mcdonalds katsup ketchup white dark pillow products main course table chair made china factory tarts toast beer soda drink alcohol martini stomac blood energy fish meat carbohidranti trash plastic kitchen citken chiken shop shelf fabricated orange banana flavored apple cherry barry barrel nutrient _stanfordscenedbmodels _scenegallerymodels fooditem
359576c82de003cf96907985b34a7ba3,Pillow, pillow for ashley _attributes
359a136da3a301644f782ac57aea97b,Stool,stool old sketchosaurus wooden
359ddad69aa0f111a07d426e67d479b,Lamp, standing lamp tablelamp
35a6043ee7e6e295724d867867ccd9fb,PaperBox,cardboard box paperbox
35b4c449b5ae845013aebd62ca4dcb58,Couch,sofa couch lounge
35ca487003f30939209e924fdd858f37,FoodItem,lunch beetroot carrot chicken chips cocina color cucina cuisine decoration design dinner eat eggs food french fries kitchen pea potato restaurant stephanie table tomato vegetable luncheon tiffin dejeuner fooditem foodplate
35dc7e2e17c64525780df32f1a0ff3c,_PilotStudyModels,chess board and figures bishop king knight pawn queen rook chessboard _pilotstudymodels _stanfordscenedbmodels _scenegallerymodels
35dd13e0db602693ad5067eac75a07f7,Bench, forms surfaces reg vista trade rail seat seating five backed wire grid seats straight armrests architectural architecture bench benches exterior and furniture landscape metal outdoor park patio perforated public site srvis steel transit
35e5685d7c25ed8564c33a5741e8e076,_StanfordSceneDBModels,tp danfoss heating controls randall thermostat design pattern figure _stanfordscenedbmodels
35f73ca2716aefcfbeccafa1b3b5f850,Dog,dog hund adler animal animals bear bird butterfly camel cat deer dino dinosaur dinosaurier dinosaurus donkey dove eagle elefant elephant esel falke fisch fish fogel giraffe hase haustier tier haustiere tiere hirsch horse kamel katze lion maus mouse octopus papagei pferd rabbit schmetterling sea seepferd seepferdchen sittich taube tiger turtle vogel wal whale zebra domestic canis familiaris _stanfordscenedbmodels _randomsetstudymodels _attributes
35f80c8cf481848d21fbac718728a36d,ChestOfDrawers,chest architecture dresser dressers furniture storage of drawers bureau chestofdrawers
35fa721c71ae04c1472cc88b92e0d72c,MediaPlayer, radio receiver receiving set tuner wireless mediaplayer
35fce942b1d47f18dbde8847d3101230,Plant,simple pine tree forest low poly picture true plant
360d1c3b84a4eccbd201085e80edb26a,TrashBin, mlwr m trash ash container architecture caddetails furnishing furnishings furniture garbage landscape litter receptacle maglin mall malls outdoor park parks public spaces trashcan ashcan can wastebin bin ash-bin ashbin dustbin barrel trashbin
360fff3feecb161321eee0f69ef7eada,Lamp, globe ft parking park lot lighting light exterior highway landscape architecture path post sidewalk street lamp lamppost
36179e51944bd454e9186c52976f79ea,Desk, secr eacute taire writing desk
36223972cc8153718cd9445de76e734d,Cabinet,cupboard armario component componente decoracion decoration estanteria furniture hogar home madera mobiliario mueble rack rustic wood closet cabinet
36303dc67967e4a9aa8dec10851fba45,Sword,a fantasy double blade sword fantay weapon brand steel
363b916478ba31023726aafeed0e8459,Stool,ios barstool bar stool arqpadao bancos bench brasil furniture
363bc79028557c82488072a798e5d5,PottedPlant, carnivore plant plants planta carnivora decoracion decoration flor flower landscape architecture ornamentals exotic materials exotica rubicundo vegetacion vegetation flora life pottedplant _stanfordscenedbmodels _scenegallerymodels
36451bcafbc60df875aa7f24a9b6003a,Lamp,wall lamp candle interior lighting walllamp
364ea921dbd5da869a58625fdbc8d761,Lamp, lumin aacute ria ch atilde d o bar child room children childroom floor lamp lampada light lighting fixture luz piper floorlamp
36594769b62b24d63b1e413ac12356ae,Washer,washing machine appliance architecture automatic clothes laundry washer
365bcd79e58fe001243d6e2cf3942343,Counter,school lab table biology chemistry counter desk wood _stanfordscenedbmodels
365d20ea3f3ba642846fa729d90e125,CellPhone, siemens gigaset sl dect phone schnurlos telefon wireless cellular cell telephone cellphone mobile
36633813dbc213c135836c728d324152,Vase, kare vase favo silver decoration design dining room lifestyle lounge speisezimmer trendy wohnen
3669c9b2954c730e492d9da2668ec34c,Chair,haworth composites guest chair office stacking stool task officesidechair
3669f39197a48e197168f6f756b48f35,ArcadeMachine,pinball arcade game architecture details interior machine arcademachine
366b8a4c8e38961597910e2efc6028df,Lamp,lamp table illumination tablelamp
366fded292e63dfcf8f4382b90f1d4c3,WallArt, quadro o de uma menina no piano com professor update arte artista barbacena brasil brazil cultura filuta garota girl mg oil oleo painting picture pintado pintura teacher uberaba wallart
36704729c7446611818668e1b54010ca,FoodItem,cowffee toyama alpen milk inc japan coffee fooditem _stanfordscenedbmodels _scenegallerymodels milkcarton
3671585fbadc167435836c728d324152,Chair, kare armchair chair cocoon black sessel design lifestyle living room office trendy wohnen wohnzimmer
367a8f0c9c87dba45719b4a60dd8a29a,Plant,croton green and yellow accueil anlage arbol arbre architectural background baum bush casa chair darrell smith landscaping furniture haus heim home house inicio landscape landschaft maison oak paisaje palm palma palme paysage plant planta road shy sofa texture tree tropical usine vegetation codiaeum variegatum
367fbaea8743ec1cc98452c8fce6b43,Computer, pink laptop by master joel apple arts of bill gates computer cool entertainment girl girls for the mac microsoft multimedia pc netbook notebook purple slim smooth steve jobs technologly vista webcam
3688cb05ea0b9eeed3c82c4b78ea6ccc,Chair,bertoia wire chair red furniture modern
368fed91690e2bcbac51268fdb437a9e,Fireplace, wexford fire fireplace gas adoquines arbor arbour architectural components backyard bar bbq bedroom room belgard elements bench big house bones brick oven cabinets stone chimenea chimney column concrete paver pavers cooking couch counter deck decoracion decoration decorative dining elegante pit table fuego furniture garden structure structures gazebo granite grill hardscape harmony hearth home hot inset interior island kitchen sink landscape design landscaping living mansion modular unit oscuro outdoor kitchens patio pavilion pergola pergolas permeable pillars pizza retreat rubicund salon seat walls seating segmental paving shade stainless steel step stoop sustainable top tranquill trellis trellises trelliswork water feature waterfall wesford wet winter wood box boxes open
369555d5aca3e7e65a31d91ec836a511,Lamp, ikea orgel table lamp tablelamp
3695689074ea272ad9a849102f04049e,_StanfordSceneDBModels, japan japanese rd version ps psp blue paystation portable cars playstation yen _stanfordscenedbmodels _referencesizemodels videogamecontroller
369593e48bdb2208419a349e9c699f76,Hammer, hammer
3695cb6bc925dfa1f6a5b0146bf3030,Bear,teddy be bear flag waving old fashioned proud to american
36980a6d57dac873d206493eaec9688a,Couch,sofa en l no asiento couch maotri mueble seat sillam furniture lounge
369faace2132d2a99201f2703b45dd7,Rug,crazy rug bathroom room bedroom carpet chair floor kitchen lamp lavabo living carpeting
36a16798cfe85c253178085d61d03def,Shoes,training shoes shoe clothes foot trainer _pilotstudymodels _stanfordscenedbmodels _scenegallerymodels _attributes
36a507da28434cfef25a209e4eace29c,Desktop,mac pro apple computer desktop computing machine device data processor electronic information processing system
36b13c92d0d23f1433eddc4ad251356e,ToyFigure, musician violin band drummer guitar heights human man keys mannequin maracas metric orchestra person piano sax sizes upright bass vocal plaything toy toyfigure _stanfordscenedbmodels _scenegallerymodels
36b2472a8f979c7298f210d66638d842,Window,stained glass panel with frame art window
36bcc4b7555ba93f8fcb925bbfae1af,ChestOfDrawers,narrow leg dresser storage west elm chest of drawers bureau chestofdrawers
36c40e8bd123ab8659eca69a6ee3e3b,Desk,design within reach steel and glass office desk designwithinreach dwr simple
36d2cb436ef75bc7fae7b9efb5c3bbd1,Mirror, mirror feet x architecture details interior mounted wall
36d4bc6c93da96a491c352d02061b3f7,Bookcase, iss designs d modular shelving w book bookshelf shelf system shelves modern issdesigns issdesign bookcase bookcases display ikea workspaces workspace room divider desk file cabinets compression poles aluminum quad office george nelson omni comprehensive storage css apartment loft 7shelves
36dc2f9baaac5e1594521f23fb2d4ed8,Dryer,dryer evermotion freestand front load drier
36ed8772c18897d7c58906a1817b2a41,CellPhone, loc phone case cellular cell telephone cellphone mobile
36eec640d10487f035836c728d324152,Table, kare console elegant silver konsole bedroom room design flur glamour hall lifestyle living romantik schlafzimmer trendy wohnen flatware table accenttable
36fba9c2f4c256dc4387c5ea62cbbe8b,Ship,roman ship boat _attributes
370251fb9ab3240a2a23d93958262ccc,Gun, lrt evocatus cannon four barrels gun platform macross micf railgun
3702fc385b6c7708fc33503fd88ecb34,Bottle,water bottle
3703ada8cc31df4337b00c4c2fbe82aa,SodaCan, edit me s soda can for crystal pepsi contest sodacan
370867e6cf6f4ef8b5f19880cadbe491,Pencil, pencil
3709973b09ab323aea9bd4954e1c8c49,DrumSet,beatles drum kit set drums ringo the drumset
370d4a1981e03fc6a721d862d52c3337,Refrigerator, fridge electric refrigerator
3711f7ae4f528f7963f393abca61510,FileCabinet,credenza cabinet file storehouse filing filecabinet
371b604f78300e02d76ab6ff59fe7e10,Bottle,water bottle cap wrapper
3744f426114304949b94c3d7c602ac6,Chair, magic pen for exams chair
374e87fdee7711491e046801e2748f1a,Chair, bindu mid back executive conference chair brian kane coalesse live usa work
37588f93b937ce1a6776771c8bc4ff9,FoodItem, dunkin donut donuts o box open a america m american and cardboard cat chocolate classic close closing cocoa cool crack delicious door dunking fat find for frosting gelatin gifts jell jello jelly look manh mexico mmmm more north online opening paper pastry phat pimp please rate shop states sweet tags the treat united yum yummy quite food nutrient fooditem _stanfordscenedbmodels _scenegallerymodels donutbox
375aa9072191ad6776b9430d55a6117,Shower, unishower shower x mm enclosure and tray bathroom
375b437bcf89c27de0c8359faeb78bbe,Scissors,scissors schaar pair of
375c69d32771bcada374d341749045f5,_StanfordSceneDBModels, cd tape player _stanfordscenedbmodels mediaplayer
375c6cce56f3967ed323d15bd4f8b2d,Lamp,my desk lamp light panasonic plug switch wire desklamp
3761d6523fb9d7a73f7e27638e63d848,ChestOfDrawers,classic dresser bed bedroom scene caster scenecaster chest of drawers bureau chestofdrawers _attributestrain
37669b95ea1493e015db41c14447f,Bed,bed bedroom blanket blankets comfort good night pillow pillows sheet sheets sleep sleeping queenbed
3766aba5374c1cd6c4298a781b60120f,Monitor, lcd lg modelado de com base em sites vendas monitor monitoring device
3768c89ac578b7bd290dcdea57874bf,Bed,ikea malm bed single bedroom furniture _attributestrain singlebed
376a9fe5fa365019116162acefe23592,Table, t no table cannes danish design house denmark france furniture todd bracher diningtable
376e444329d3b47d2b5631520b7d94fe,Dryer,dryer laundry drier
376eb047b40ef4f6a480e3d8fdbd4a92,Stapler,desk stapler acco paper swingline stapling machine _attributestrain
377d5519dc45c77e53ce6ee7581c9d98,Plant,marihuana leaf drug hash medicine plant tree weed wiet flora life
3789c5b85f49b21ef7628281ecb18112,Chair,aurora recliner chair commercial contract furniture ganged healthcare lounge loveseat multiple seating sofa tandem reclining lounger
3789d23c3c3ad1f68615c611a4c511ec,Table,end table with wing wings architecture folding furniture endtable
378bb409b48e53835b6639c43a38be21,CellPhone,phone hand kiki cellular cell telephone cellphone mobile
378d015283a0d34093f0194265a9746c,Guitar,dmibc i c rade dc shoes shoe co about am amp anxious awesome some bass black bridge clothes clothing custom to darkmetalistirokbcrich metal death deep drop fret get gray guitar intsrument jumbo just low music musical pickups reviews skate skateboard skateboarding solid sorry tags that useless
3799a4d787d31c0bc580fdeb5460f6d6,Chair,chair biola college desk dorm hope room university sidechair
379e93edfd0cb9e4cc034c03c3eb69d,ComputerMouse,pc mouse maus amd apple arbeitsspeicher athlon barebone card cd cdrom rom chip computer desktop disc disk festplatte floppy future grafikkarte graphics harddisc keybboard laptop lautsprecher logo notebook pentium powerbook processor prozessor ram shuttle soundcard soundkarte speaker tastatur usb vista windows workstation computermouse
379f8b7266400f77c2126cfa5f04ec42,Books,books book vertical architecture details interior _stanfordscenedbmodels _scenegallerymodels
37a0450d563c75fee6fd37924022d82,_StanfordSceneDBModels,lamp art gold modern painting _stanfordscenedbmodels tablelamp
37a1c7def78867ed6c830d654bd05bb9,_StanfordSceneDBModels,toast toaster accessories accessory appliance bake bread breakfast challenge cook detailed house kitchen please rate sketchosaurus _stanfordscenedbmodels
37a5f531d0e9d91ba55288ce7aba76c0,ChessBoard,chess table brain contemporary game home house household modern object piece pots set sport chessboard
37bdcc285f0e310a9a50826758767f2d,Table, computer table
37c46a5c0f75314c1c29709fd35db6bd,ChessBoard,desert island chess set chessset chessboard
37c978f84784ffe0eb439949d6006c3a,_StanfordSceneDBModels, flashlight light laser source _stanfordscenedbmodels
37c9c7dbbc630a98e3f7a74e12a274ef,Table, table
37cfcafe606611d81246538126da07a8,Couch,luxury sofa furniture modern couch lounge
37d41aa1ab8e7318534f016fc3878f48,ChestOfDrawers, dresser chest of drawers bureau chestofdrawers
37d73c95ab1b5eceda41471ddb5bb8be,Shirt, liverpool shirt rd away fc
37d81dd3c640a6e2b3087a7528d1dd6a,Lamp,chandelier architecture ceiling details hanging interior lamp light lighting mounted traditional pendant pendent ceilinglamp
37dee4c7174754508394f037467060c4,_StanfordSceneDBModels, controle control de mega drive iii joystick sisonn sonneborn _stanfordscenedbmodels videogamecontroller
37e24da771ac31cfd1a4117555fc7e56,Chair,chair comfort design designer furniture livingroom chaise
37eab42757ae1545be36894b151eda76,TV,philips plasma screen tv big hd tele television telle widescreen receiver set idiot box boob tube telly goggle _stanfordscenedbmodels
37ed0bdf52f2eaa83c5474c35497dc65,Monitor, monitor dell lcd wfp hc grafika komputer obraz monitoring device
37f56901a07da69dac6b8e58caf61f95,DrinkingUtensil, happy face coffee mug sketchup mugs component components cup cups kitchen smile starbucks drinkingutensil _stanfordscenedbmodels _scenegallerymodels
37f5b81952124b6379e4b7d98f1d0362,Desk,desk _stanfordscenedbmodels _attributes
380433d04091e04d3270ed754ff7ec06,SkateBoard,skate skateboard board ingve
380769bbf131125eafec9235550038aa,CellPhone, samsung sr slider phone cellular cell telephone cellphone mobile _attributes
3815c868bef2993f5db1960046b987bb,Lamp,floor lamp light floorlamp _stanfordscenedbmodels _scenegallerymodels _attributestrain
381a6bfeaec994f7995fb5547e6d9993,WallArt, fanmade d poster for national treasure ook of secrets by koen abraham amerika ben book booth clue gates jespers john lincoln logo mistery movie movies poole riley the wolkes posting placard card notice bill wallart _stanfordscenedbmodels _scenegallerymodels
3820449f17744298847dc1a0820caba6,Table,tall kitchen table ajberger black dining furnishing furniture home house large lazy room square susan wood diningtable
383046867c09e3e4c7b30c717529f645,ChestOfDrawers,small night stand bedroom furniture nightstand rickyhenry wood chest of drawers bureau dresser chestofdrawers
3834ca6d4c3fda9d5b2ecd212557fda0,Vase,vase ceramic decoration flowers interior
383955142f43ca0b4063d41fae33f144,Chair, officechair chair _randomsetstudymodels
3843253da3eae7b09e4965f0106e00d9,Fireplace, fireplace cabinet standard profitable simple strong hearth open
3852e3c7c6f016bfea820475e83f3f42,Lamp,neoclassical e classic chandelier antique double fixture light lighting old vintage pendant pendent lamp ceilinglamp
385c078fc97e004445e347cbfcc5715e,Desk,reception desk
385fa89d0af971cfe3f7a74e12a274ef,Lamp, lamp desklamp
3863575f24e6bbe3fe5c8ffd0f5eba47,TV,inch flat screen tv home entertainment lg television theater receiver set idiot box boob tube telly goggle _attributestrain
386c91ddd48b956f85b5e1f7eb9f2b9c,Rock,boulder bastex cloud convex hull intresto malcolm lambert mesh meshlab phogra photogrammetry photosynth point prohardscaper rock rocksolver stone synthexport bowlder
387e59aec6f5fdc04b836f408176a54c,_StanfordSceneDBModels, calc calculator el wh med advanced calcolatrice calculadora calculatrice dal kalkylator medium scientific sharp taschenrechner taskulaskin calculating machine _stanfordscenedbmodels
387f271d57fda797e0de89ba0251169,_StanfordSceneDBModels, pioneer dv dvd player home cinema participant _stanfordscenedbmodels mediaplayer
388d3b72f7c3041e9cfc70ff8c358560,Guitar,guitar 
3896caf2057eed81589929e81650825e,Chair,hudson chair by philippe stark aluminium furniture cannes danish design house emeco france metal recycled
389c402681591e63969414cb8913ce16,TV,tv television receiver set idiot box boob tube telly goggle _attributestrain
389ed34a0c989e325fceaa39a8353bde,Chair,chair attesa components design interior office officesidechair
38a4328fc3e65ba54c37b9ce3a3de242,Couch,armchair asiento cojin comfort comfortable table comodo confort confortable convenient cushions decoracion decoration domestic fabric furniture interio lamp lampara light luz madera mesa mobiliario mueble rubicundo seat sillon tela wooden sofa couch lounge
38a615abe58995b1a1b033593fb38e6b,TV,plasma telavision tv television receiver set idiot box boob tube telly goggle
38b214e6b2122bd46e4dd636980e146a,Suitcase,vintage suitcase with luggage tags bag traveling travelling grip _stanfordscenedbmodels _attributes
38bda8fa453447d9b4d73e4449062b04,Ball,adidas soccer ball _attributestrain
38c6a54843046bef5bbc469684caa508,_StanfordSceneDBModels, salt and pepper shaker shakers box pot _stanfordscenedbmodels
38c843d1075bd351e652fa812161367,Knife,knife restaurant scenestudio utensil _stanfordscenedbmodels
38ca94b80908414c6b2d353def4cae7a,PianoKeyboard, keyboard piano fingerboard clavier pianokeyboard
38cb236f6a521259cc2e054c56e9a85a,Lamp,desk lamp blue light desklamp
38d1b38b9a719e45ee106795de609335,Lamp,lamp desk night shade vintage tablelamp
38dd2a8d2c984e2b6c1cd53dbc9f7b8e,SodaCan, dr pepper can sided projected texturing test aluminum beverage caffine drink emag food phat cat photo pop soda sugar texture sodacan
38def13ea098f098fb266533561ee98a,ChestOfDrawers,dresser with open shelf night stand chest of drawers bureau chestofdrawers
38e542f269fd8ffd854e6cc2c383ee12,TV,tele television flatscreen movie philips plasma show tube tv widescreen receiver set idiot box boob telly goggle _attributestrain
38e54a16698453baad5067eac75a07f7,Bench, forms surface surfaces reg foot backless pacifica trade bench mount no armrests architectural architecture benches and formsandsurfaces furniture landscape sbpac seating site
38ee30fb91dea90d3bca0b608dd49a42,Ring,a secret only fire can tell v ash nazg bilbo black speech fellowship fotr frodo gollum hobbit lionhead lord of the rings ring lotr mordor nazgul one return king ringwraiths rotk sauron smeagol tengwar ttt two towers
38f8db0e73c87db48f9ce7abd35d923,_StanfordSceneDBModels,kitchen rack cooking cutting board modern oven pans range stove useful _stanfordscenedbmodels
38fe68125fb895ba5898f9335ccc83b,_StanfordSceneDBModels, cicipopo cici popo pop bread starberry berry fruit chocolate candy dinnre in food box doughnut dougnuts flour nice good sweet taste top cream creamed creamy brown brownies cereal breakfast coffee of sugar package pakcage special dinner cook cookie cookies cooking king coocking burger mcdonalds katsup ketchup white dark pillow products main course table chair made china factory tarts toast beer soda drink alcohol martini stomac blood energy fish meat carbohidranti trash plastic kitchen citken chiken shop shelf fabricated orange banana flavored apple cherry barry barrel breadstuff staff life _stanfordscenedbmodels fooditem
38ff66fecee0d18f4f782ac57aea97b,Washer,washing machine cool laundry modern sketchosaurus washer automatic
391005d8f1291cb71bb088904f7cb154,Table,contemporary end table furniture modern side wood accenttable roundtable
391458d5097646ac8bd24d13dcc47e64,Lamp, crystal chandelier pendant pendent lamp ceilinglamp
391e01226bccecab1d74bbc1a32c7aba,Gun,mauser c arm barrel box broom broomhandle handle hand bullet cannon china clip fire firearm germany grip gun handgun iron ironsights sights magazine metal parabellum pistol slide steel _attributestrain
391e6f3a92a48417cc4cd6c58bd35c0c,Mirror,sweet mirror bonbon bonbons design forme formes miroir miroirs mirrors moboille modern moderne new nouveau ombre reflect reflet shadow shape shapes sweets _stanfordscenedbmodels
391f46c327510d8d4da5feafe6f1c8fc,Cabinet, wall single door h sonora cherry sunset by kraftmaid cabinet cabinetry dynamic igloo studios kitchen masco medium
39202cf6e4e028ceb32a756399014da6,Mattress, mattress x cm batley bedding kal lago leeds pillow red brick mill sleep
392093300321b9e1eca22c501ad0a77a,Table,meridiani martin dining table brand contemporary couch design diner eat entertainment exclusive expensive fabric fauteuil furniture italian leather living lounge luxury manufacturer meeting modern poltrone room salon seat small sofa work endtable
3928ff39e32dbddbf91663a74ccd2338,Chair, reply task chair european version mesh back without arm by steelcase office seating officechair _attributestrain
39291d5f40db780c50134954da6b4b91,Fan,fan ventilator haushalt household
392c503be756909e35cebff5bf51cac8,PowerSocket,light socket wall plug electric outlet electrical receptacle powersocket
392f9b7a08c8ba8718c6f74ea0d202aa,Refrigerator,kitchenaid double drawer refrigerator energy star electric fridge
3931068c10d0a606ef37b256c10c21e4,ChestOfDrawers,dresser with mirror bedroom furniture mirrored chest of drawers bureau chestofdrawers dresserwithmirror
39318878f6e98ed2150eaf7a4ddb8bec,Ipod, bose reg sounddock digital music system black apple audio electronics ipod speaker
393a08555452068ba90a5838c2d9f88e,Ball,ball body chess colour dog egg girl love hands house jug rat very
3945227708a0089a83aa9615d9f6f7bc,WallArt, original artwork art mounted photograph accents angel cemetary child decoration galvestion gravestone murphy texas wall hanging wallart _randomsetstudymodels
39497e0b303106f8fe0c8f2952376ac2,Piano,piano cory upright pianoforte forte-piano _attributes
394c09cc87d63975b2bf4f773fe0e622,ChestOfDrawers,dresser bedroom clothes drawer wood chest of drawers bureau chestofdrawers
3959f60f4e4356b35817e30de1dabac4,ComputerMouse,mouse computer white color computermouse
3962952c17ac7d134f2cff376d8fda95,CellPhone,nytrino sparta camera flip headphone phone jack music cellular cell telephone cellphone mobile _attributestrain
396833ec9cf78ea244221bef0fa3c36b,Cabinet, b bayside wall cabinet pmw microwave shelf butt doors bath bathroom cabinetry cabinets designer gold series elkay kitchen medallion
396f158e2e4cc912ebc97ed7d1026099,Guitar,guitar 
3976bd1f61e4b5c95d878ba9ec3c0d6a,Vase,vase cultural large vessel
397a27126665d14d35836c728d324152,Vase, kare vase whirl decoration design dining room lifestyle lounge speisezimmer trendy wohnen
398c1d570b642b6cf91663a74ccd2338,Chair, steelcase player four leg base office chair with bookrack and tablet durable seating guest chairs multipurpose side stackable stools arm officesidechair _attributestrain
3993636f6afba5441c5d4854f1aaed94,Speaker,dual sub subwoofer enclosure jackhammer mtx red tube two wood speaker
399a06c05cd49d63e27e8ebff5cc9c0,Knife,knife blade handle sword
399f92d609ba14ddab9281d3b84673cf,Chair, rob eckhardt karel doorman chaise longue u armchair chair armchairs chaises design designer fauteuil fauteuils moboille modern moderne new nouveau ombre seat seats shadow daybed
39a4902a6a36c3eb5715ea578ae09bb6,Bed,bed room bedroom posterbed
39b1e626814d18a1c8990fb59f85a2be,Monitor, monitor monitoring device
39b51f3a6e8447c3c8a1a154de62786,ChestOfDrawers, modern shaker dresser amp mirror creeksidewoodshop furniture chest of drawers bureau chestofdrawers dresserwithmirror
39b54fd684a4ed3e6f0a9a10dc885e17,Computer,laptop computer mars explorer xplr marsxplr _attributestrain
39b851143b4f68ba21d25a6a55757584,Table, snack table
39b9a6f18e82d97c563b10b1d8090f9f,_StanfordSceneDBModels,apple air airport port express bluetooth cable ethernet headphone headphones internet iphone ipod mini modem nano router shuffle touch usb wireless limited _stanfordscenedbmodels _scenegallerymodels
39c3a58be774a6416c02de3cec685725,Ipod,ipod computer
39d8fdb56b0e160dbcceec49967c0de7,Bench,bench for shoes furniture wood
39dd90f6ff8aee0535836c728d324152,Mirror, kare mirror venus silver spiegel silber design dining room esszimmer flur hall lifestyle living speisezimmer trendy wohnen
39e61115ba9df4d3cf75707bd872e2b3,Computer,windows vista laptop computer
39e9b43c41f2d2be65327266daecd868,Plant,d red oak tree large quecus shumardii texas landscape in summer plant flora life
